Record Length,2.500000e+03,,  -0.000001340000,   0.04000,
Sample Interval,2.000000e-09,,  -0.000001338000,  -0.04000,
Trigger Point,6.700000000000e+02,,  -0.000001336000,   0.04000,
,,,  -0.000001334000,   0.04000,
,,,  -0.000001332000,   0.00000,
,,,  -0.000001330000,   0.04000,
Source,CH1,,  -0.000001328000,   0.00000,
Vertical Units,V,,  -0.000001326000,   0.04000,
Vertical Scale,1.000000e+00,,  -0.000001324000,   0.04000,
Vertical Offset,-2.160000e+00,,  -0.000001322000,   0.04000,
Horizontal Units,s,,  -0.000001320000,   0.08000,
Horizontal Scale,5.000000e-07,,  -0.000001318000,   0.00000,
Pt Fmt,Y,,  -0.000001316000,   0.04000,
Yzero,0.000000e+00,,  -0.000001314000,   0.00000,
Probe Atten,1.000000e+00,,  -0.000001312000,   0.04000,
Model Number,TDS1001B,,  -0.000001310000,  -0.04000,
Serial Number,C059812,,  -0.000001308000,  -0.04000,
Firmware Version,FV:v22.01,,  -0.000001306000,   0.08000,
,,,-00.000001304000,   0.04000,
,,,-00.000001302000,   0.00000,
,,,-00.000001300000,  -0.04000,
,,,-00.000001298000,   0.04000,
,,,-00.000001296000,   0.00000,
,,,-00.000001294000,   0.00000,
,,,-00.000001292000,   0.04000,
,,,-00.000001290000,   0.00000,
,,,-00.000001288000,  -0.04000,
,,,-00.000001286000,   0.00000,
,,,-00.000001284000,   0.00000,
,,,-00.000001282000,   0.00000,
,,,-00.000001280000,   0.00000,
,,,-00.000001278000,  -0.04000,
,,,-00.000001276000,   0.00000,
,,,-00.000001274000,   0.08000,
,,,-00.000001272000,   0.00000,
,,,-00.000001270000,   0.08000,
,,,-00.000001268000,   0.00000,
,,,-00.000001266000,   0.04000,
,,,-00.000001264000,   0.04000,
,,,-00.000001262000,   0.04000,
,,,-00.000001260000,   0.00000,
,,,-00.000001258000,   0.00000,
,,,-00.000001256000,   0.04000,
,,,-00.000001254000,   0.00000,
,,,-00.000001252000,   0.00000,
,,,-00.000001250000,   0.00000,
,,,-00.000001248000,   0.04000,
,,,-00.000001246000,   0.00000,
,,,-00.000001244000,   0.04000,
,,,-00.000001242000,   0.04000,
,,,-00.000001240000,   0.04000,
,,,-00.000001238000,   0.04000,
,,,-00.000001236000,   0.04000,
,,,-00.000001234000,  -0.04000,
,,,-00.000001232000,   0.00000,
,,,-00.000001230000,   0.00000,
,,,-00.000001228000,   0.04000,
,,,-00.000001226000,   0.00000,
,,,-00.000001224000,   0.04000,
,,,-00.000001222000,   0.04000,
,,,-00.000001220000,   0.04000,
,,,-00.000001218000,   0.04000,
,,,-00.000001216000,   0.00000,
,,,-00.000001214000,   0.04000,
,,,-00.000001212000,  -0.04000,
,,,-00.000001210000,   0.04000,
,,,-00.000001208000,   0.04000,
,,,-00.000001206000,   0.04000,
,,,-00.000001204000,   0.04000,
,,,-00.000001202000,   0.04000,
,,,-00.000001200000,   0.08000,
,,,-00.000001198000,   0.00000,
,,,-00.000001196000,   0.00000,
,,,-00.000001194000,   0.08000,
,,,-00.000001192000,   0.00000,
,,,-00.000001190000,   0.08000,
,,,-00.000001188000,   0.00000,
,,,-00.000001186000,   0.04000,
,,,-00.000001184000,   0.04000,
,,,-00.000001182000,   0.00000,
,,,-00.000001180000,   0.00000,
,,,-00.000001178000,   0.00000,
,,,-00.000001176000,   0.04000,
,,,-00.000001174000,   0.00000,
,,,-00.000001172000,   0.08000,
,,,-00.000001170000,   0.00000,
,,,-00.000001168000,   0.00000,
,,,-00.000001166000,  -0.04000,
,,,-00.000001164000,  -0.04000,
,,,-00.000001162000,   0.00000,
,,,-00.000001160000,   0.00000,
,,,-00.000001158000,   0.00000,
,,,-00.000001156000,   0.00000,
,,,-00.000001154000,  -0.04000,
,,,-00.000001152000,   0.00000,
,,,-00.000001150000,   0.04000,
,,,-00.000001148000,   0.00000,
,,,-00.000001146000,   0.00000,
,,,-00.000001144000,   0.00000,
,,,-00.000001142000,  -0.04000,
,,,-00.000001140000,   0.00000,
,,,-00.000001138000,  -0.04000,
,,,-00.000001136000,  -0.04000,
,,,-00.000001134000,   0.00000,
,,,-00.000001132000,   0.00000,
,,,-00.000001130000,   0.00000,
,,,-00.000001128000,  -0.04000,
,,,-00.000001126000,   0.04000,
,,,-00.000001124000,   0.04000,
,,,-00.000001122000,   0.04000,
,,,-00.000001120000,  -0.04000,
,,,-00.000001118000,   0.04000,
,,,-00.000001116000,   0.00000,
,,,-00.000001114000,   0.00000,
,,,-00.000001112000,   0.00000,
,,,-00.000001110000,   0.00000,
,,,-00.000001108000,   0.04000,
,,,-00.000001106000,   0.04000,
,,,-00.000001104000,  -0.04000,
,,,-00.000001102000,   0.00000,
,,,-00.000001100000,   0.00000,
,,,-00.000001098000,  -0.04000,
